question,options,correct_letter,original_letter,original_correct,word_perturbed_question,word_letter,word_perturbed_correct,char_perturbed_question,char_letter,char_perturbed_correct,clare_perturbed_question,clare_letter,clare_perturbed_correct,perturbation_pct
Concentration of adrenaline in local anaesthetic solution for achieving haemostasis & vasoconstriction at surgical site?,"['1:20000', '1:50000', '1:80000', '1:100000']",B,A,0,tightness of adrenaline in local anaesthetic solution for achieve hemostasia & vasoconstriction at surgical website?,A,0,Concentration of adrenaline in local anaesthetic soution for achieqving haemostassi & vasoconstriction at surgical iste?,A,0,Concentration of adrenaline in local anaesthetic solution for achieving haemostasis & vasoconstriction at surgical locations?,A,0,30
Following are the essential amino acids:,"['Phenylalanine, Tryptophan, Lysine', 'Phenylalanine, Asparagine, Methionine', 'Phenylalanine, Valine, Glycine', 'Histidine, Glutamine, Valine']",A,A,1,Following are the essential amino Zen:,A,1,Following are the esseJtial amino acids:,A,1,Following are the essential essential amino acids:,A,1,30
A patient of septic shock was given intravenous norepinephrine. The response to this drug is best checked by:,"['Increase in hea rate', 'Decrease in hea rate', 'Increase in mean aerial pressure', 'Decreased renal perfusion and reduced urine output']",C,C,1,a patient of septic stupor was afford intravenous norepinephrine. The response to this drug is secure train by:,C,1,A patient of esptic shock was given intravenous noreOpinephrine. The respose to this dru is best checkKed by:,C,1,A patient of septic shock was given intravenous shots. The response to this drug is best checked by:,C,1,30
Which of the following is not used as an antiflux?,"['Graphite', 'Boric acid', 'Iron oxide', 'Calcium carbonate with alcohol']",B,D,0,Which of the pursual is not practice as an antiflux?,D,0,Which of the folowing is not Ysed as an antfilux?,D,0,Which of the following is not known as an antiflux?,D,0,30
Millennium development goal was adopted in which year?,"['1977', '2000', '1984', '2004']",B,B,1,Millennium ontogeny goal was adopted in which twelvemonth?,D,0,Millennium edvelopment goal was gdopted in which year?,B,1,Millennium development policy goal was adopted in which year?,B,1,30
Splinting of cervical root fracture is done for,"['40 days', '4 months', '4 weeks', '14 days']",B,D,0,Splinting of cervical rootage fracture is manage for,D,0,Splinting of iervical root fracture is odne for,D,0,Splinting of cervical root fracture is notorious for,B,1,30
"The drug for choice for treatment of infection
involving	non-penicillinase	producing
staphylococcus is:","['Ampicillin', 'Erythromycin', 'Penicillin G', 'Methicillin sodium']",C,C,1,"The drug for selection for treatment of transmission
regard	non-penicillinase	producing
staphylococcus is:",D,0,"The drpg for choice for teratment of infetcion
involving	non-penicillinase	producing
staphylococcus is:",D,0,"The drug for choice for treatment of fever
involving	non-penicillinase	producing
staphylococcus is:",C,1,30
what does not occur in 5'- 3'direction?,"['DNA repair', 'DNA replication', 'RNA editing', 'Transcription']",C,C,1,what does not pass in 5'- 3'direction?,C,1,what does not ocucr in 5'- 3'dirAction?,C,1,what does it not occur in 5'- 3'direction?,C,1,30
"A 60-year old male presents with painful, 141 oupet. vesicles over erythematous plaques in T3 dermatome region of trunk. Which of the following would be the most likely causative organism?","['Varicella zoster', 'Herpes simplex', 'Pox virus', 'Papilloma virus']",A,A,1,"angstrom 60-year onetime manly introduce with awful, 141 oupet. vesicles over erythematous plaques in T3 dermatome neighborhood of bole. Which of the next would be the most probable causative organism?",A,1,"A 60-yeab old male presetns with painfbl, 1d1 oupet. vesicles over erythematoKus plaques in T dermalome region of Jrunk. Which of the following woul be the most likely causative organism?",A,1,"A 60-year old elephant presents with painful, 141 oupet. vesicles over erythematous plaques in T3 dermatome region of trunk. Which of the following would be the most likely causative inflammatory organism?",A,1,30
"Child is Evasive and dawdling, what could be the child's mother behavior:","['Overprotective mother.', 'Authoritarian mother.', 'Rejecting mother.', 'Underaffectionate mother.']",B,A,0,"kid is Evasive and dawdling, what could be the child's beget doings:",A,0,"Child is EvasHve and dawdling, what Xcould be the child's mothser behavior:",A,0,"Child is Evasive and dawdling, what could be the child's typical behavior:",A,0,30
Which of the following is the least useful for diagnosis of Spondylolisthesis?,"['CT', 'MR', 'X-ray lumbar spine- AP view', 'X-ray lumbar spine- Lateral view']",C,C,1,Which of the chase is the least utile for diagnosis of spondylolisthesis?,C,1,Which of the following is the laest useful for jdiagnosis of SpondyloFisthesis?,B,0,Which of the following is the least useful for psychiatric diagnosis of Spondylolisthesis?,C,1,30
Common sign of occlusal trauma (TFO) is,"['Tooth mobility', 'Fractures of cusps', 'Resorption of alveolar ridge', 'Widening of P.D ligament']",A,A,1,unwashed polarity of occlusal trauma (TFO) is,A,1,Common sign of occlusal truma (TFG) is,A,1,Common sign of tissue occlusal trauma (TFO) is,A,1,30
"According to the WHO definition of hearing loss, what is the value to classify as profound hearing loss?","['61-71 dB', '>81 dB', '>91 dB', '>101 dB']",B,B,1,"According to the WHO definition of hearing passing, what is the prise to classify as unplumbed see passing?",B,1,"According to the WHO dJfinition of hearinrg loss, what is the value to clsasify as profound heaeing loUs?",B,1,"According to the WHO definition of hearing loss, what indicates is the value to classify as profound hearing loss?",B,1,30
Annealing is also known as:,"['Soft hardening treatment', 'Hard hardening treatment', 'Precipitating heat treatment', 'Stress relieving heat treatment']",A,D,0,Annealing is also hump as:,D,0,Annealing is also knhwn as:,D,0,Annealing is professionally known as:,D,0,30
Indirect retainers are situated:,"['As far anteriorly from the fulcrum line', 'As close to the fulcrum line', 'At the canine region', 'At the mesial marginal ridge of the premolars in the class I case']",A,A,1,Indirect retainers are located:,A,1,Ihndirect retainers are situated:,A,1,Multiple retainers are situated:,A,1,30
Under National Health Mission which committee makes plan for village health?,"['Panchayat health committee (PHC)', 'Village health planning and management committee (VHPMC)', 'Village health sanitation and nutrition committee (VHSNC)', 'RogiKalyan Samiti']",C,C,1,Under national Health Mission which committee seduce plan for Village health?,C,1,Under NatVional Health MissFion which committee mkes plan for village health?,C,1,Under National Health Audit which committee makes plan for village health?,B,0,30
Eutectic mixture of 2.5% lignocaine and 2.5% prilocaine is used for,"['Gow gates technique for mandibular nerve block', 'Gasserion ganglion block', 'Intraputpal anesthesia', 'For anesthetizing intact mucosa']",D,D,1,Eutectic variety of two.5% lignocaine and 2.Phoebe% prilocaine is used for,D,1,Eutectic mixutre of 2.5% lignocane and 2.5% prilocane is used for,C,0,Eutectic ethanol mixture of 2.5% lignocaine and 2.5% prilocaine is used for,D,1,30
"In a group of 100 people, the average GFR is 85 ml/ min with a standard detion of 25. What is the range for 90% confidence interval?","['81-89', '80-90', '75-95', '70-100']",A,C,0,"inwards a aggroup of 100 people, the ordinary GFR is lxxxv milliliter/ min with a banner detion of 25. What is the grasp for 90% sureness interval?",C,0,"nI a goup of 100 peolpe, the average GrR is 8 ml/ min with a estandard detion of 25. What is the range for 90% confdence intervDl?",C,0,"In a group of 100 people, the average GFR is 85 ml/ min with a resting standard detion of 25. What is the range for 90% confidence interval?",C,0,30
Embrasure characterized by a slight to moderate recession of interdental papilla are:,"['Type I', 'Type II', 'Type III', 'Type IV']",B,B,1,Embrasure characterize by a slender to temper recession of interdental papilla are:,B,1,mbrasure charaterized by a slight to moderate recesion of interdental papilla are:,B,1,When characterized by a slight to moderate recession of interdental papilla are:,B,1,30
Scaphoid fracture at waist with retrograde blood supply. Which segment is most susceptible to avascular necrosis?,"['Proximal', 'Distal', 'Middle', 'Scaphoid tubercle']",A,A,1,scaphoid fracture at waist with retral stemma provide. Which segment is most susceptible to avascular necrosis?,A,1,Scaphoid fractuhre at waist with reyrograde blood suppAy. Which segment is most susceFptible to avascular necrosis?,A,1,Scaphoid fracture at primary waist with retrograde blood supply. Which segment is most susceptible to avascular necrosis?,A,1,30
An elderly male presents with T3NO laryngeal carcinoma. What would be the management?,"['Neoadjuvant chemotherapy followed by radiotherapy', 'Concurrent chemoradiotherapy', 'Radical radiotherapy followed by chemotherapy', 'Radical radiotherapy without chemotherapy']",B,B,1,An senior Male salute with T3NO laryngeal carcinoma. What would be the management?,B,1,An eldermy male presents with 3TNO laryngeal carcinoma. Whta would be the management?,B,1,An unrelated elderly male presents with T3NO laryngeal carcinoma. What would be the management?,B,1,30
Which of the following is ture about afferent nerve fibers of pulp,"['Parasympathetic post ganglionic', 'Sympathetic post ganglionic', 'Parasympathetic pre ganglionic', 'Sympathetic preganglionic']",B,D,0,Which of the be is ture about afferent nerve character of flesh,D,0,Which of the folloOwing is tuer about affeernt nerve fibers of pulp,D,0,Which of the following is fairly ture about afferent nerve fibers of pulp,D,0,30
"If multiple myeloma is suspected in a patient's history and intraoral radiograph, which of the following radiographs should be taken to confirm the diagnosis?","['Lateral skull', 'Anterior posterior view', 'Lateral oblique', 'Posterior anterior view']",A,A,1,"If multiple myeloma is surmise in a patient's chronicle and intraoral radiogram, which of the pursual radiographs should be postulate to sustain the diagnosing?",A,1,"If mutliple myeloma is suspected in a patienit's histoy and intraoral radioraph, which of the followin radiographs should be takePn to confirm the diagnossi?",A,1,"If multiple myeloma inflammation is suspected in a patient's history and intraoral radiograph, which of the following radiographs should be taken to confirm the diagnosis?",A,1,30
The function of posterior palatal seal is:,"['To aid in balanced occlusion', 'To aid in insertion and removal of complete denture', 'To ensure a complete seal thus helping in retention of a denture', 'Retention of mandibular denture by sealing its posterior margin.']",C,D,0,The map of posterior palatal sealskin is:,C,1,Thje function of posterior palahtal seal is:,C,1,The function consisting of posterior palatal seal is:,C,1,30
Fibers reaching directly to Purkinje cell of cerebellum arise from which of the following:,"['Vestibular nucleus', 'Inferior olivary nucleus', 'Raphe nucleus', 'Locus ceruleus']",B,B,1,fibre give directly to Purkinje cell of cerebellum uprise from which of the be:,B,1,Fibers rpeaching directly to PurkiYnje cel of cerebelSum arise from which of the following:,B,1,Fibers reaching directly to Purkinje cell of cerebellum extending from which of the following:,B,1,30
Which of the following is the most common symptom of aooiliac occlusive disease?,"['Calf claudication', 'Gluteal claudication', 'Impotence', 'Symptomless']",B,A,0,Which of the next is the most unwashed symptom of aooiliac stop disease?,B,1,Which of the following is the most commokn symptom of aooilaic occlusive dUsease?,A,0,Which of the following is the three most common symptom of aooiliac occlusive disease?,B,1,30
